Āfrika	África
Kategorija:Luksemburgas pilsētas	Categoria:Cidades de Luxemburgo
Kategorija:Moldovas pilsētas	Categoria:Cidades da Moldávia
Kategorija:Maltas pilsētas	Categoria:Cidades de Malta
Kategorija:Mongolijas pilsētas	Categoria:Cidades da Mongólia
Kategorija:Beninas pilsētas	Categoria:Cidades do Benim
Kategorija:Vjetnamas pilsētas	Categoria:Cidades do Vietname
Kategorija:Beļģijas pilsētas	Categoria:Cidades da Bélgica
Kategorija:Bosnijas un Hercegovinas pilsētas	Categoria:Cidades da Bósnia e Herzegovina
Kategorija:Burkinafaso pilsētas	Categoria:Cidades de Burkina Faso
Kategorija:Brazīlijas pilsētas	Categoria:Municípios do Brasil
Kategorija:Brunejas pilsētas	Categoria:Cidades do Brunei
Kategorija:Senegālas pilsētas	Categoria:Cidades do Senegal
Kategorija:Somālijas pilsētas	Categoria:Cidades da Somália
Kategorija:Spānijas pilsētas	Categoria:Cidades da Espanha
Kategorija:Armēnijas pilsētas	Categoria:Cidades da Arménia
Kategorija:Islandes pilsētas	Categoria:Cidades da Islândia
Kategorija:Azerbaidžānas pilsētas	Categoria:Cidades do Azerbaijão
Kategorija:Afganistānas pilsētas	Categoria:Cidades do Afeganistão
Kategorija:Etiopijas pilsētas	Categoria:Cidades da Etiópia
Kategorija:Austrālijas pilsētas	Categoria:Cidades da Austrália
Kategorija:Jordānijas pilsētas	Categoria:Cidades da Jordânia
Kategorija:Ukrainas pilsētas	Categoria:Cidades da Ucrânia
Kategorija:Itālijas pilsētas	Categoria:Cidades da Itália
Kategorija:Zambijas pilsētas	Categoria:Cidades da Zâmbia
Kategorija:Ziemeļkorejas pilsētas	Categoria:Cidades da Coreia do Norte
Kategorija:Džibutijas pilsētas	Categoria:Cidades do Djibouti
Kategorija:Zimbabves pilsētas	Categoria:Cidades do Zimbabwe
Kategorija:Kaboverdes pilsētas	Categoria:Cidades de Cabo Verde
Kategorija:Kambodžas pilsētas	Categoria:Cidades do Camboja
Kategorija:Kenijas pilsētas	Categoria:Cidades do Quénia
Kategorija:Kosovas pilsētas	Categoria:Cidades do Kosovo
Kategorija:Kirgizstānas pilsētas	Categoria:Cidades do Quirguistão
Kategorija:Kipras pilsētas	Categoria:Cidades do Chipre
Kategorija:Taizemes pilsētas	Categoria:Cidades da Tailândia
Kategorija:Turkmenistānas pilsētas	Categoria:Cidades do Turquemenistão
Kategorija:Tunisijas pilsētas	Categoria:Cidades da Tunísia
Kategorija:Papua-Jaungvinejas pilsētas	Categoria:Cidades da Papua-Nova Guiné
Kategorija:Peru pilsētas	Categoria:Cidades do Peru
Kategorija:Vācijas kalni	Categoria:Montanhas da Alemanha
Kategorija:Ukrainas kalni	Categoria:Montanhas da Ucrânia
Kategorija:Čehijas kalni	Categoria:Montanhas da República Checa
Kategorija:Kirgizstānas kalni	Categoria:Montanhas do Quirguistão
Kategorija:Grieķijas salas	Categoria:Ilhas da Grécia
Kategorija:Dienvidāfrikas Republikas salas	Categoria:Ilhas da África do Sul
Kategorija:Zviedrijas salas	Categoria:Ilhas da Suécia
Kategorija:Igaunijas salas	Categoria:Ilhas da Estónia
Kategorija:Horvātijas salas	Categoria:Ilhas da Croácia
Kategorija:Papua-Jaungvinejas salas	Categoria:Ilhas da Papua-Nova Guiné
Kategorija:Nigērijas ezeri	Categoria:Lagos da Nigéria
Kategorija:Norvēģijas ezeri	Categoria:Lagos da Noruega
Kategorija:Nigēras ezeri	Categoria:Lagos do Níger
Kategorija:Vācijas ezeri	Categoria:Lagos da Alemanha
Kategorija:Maķedonijas Republikas ezeri	Categoria:Lagos da República da Macedónia
Kategorija:Melnkalnes ezeri	Categoria:Lagos do Montenegro
Kategorija:Venecuēlas ezeri	Categoria:Lagos da Venezuela
Kategorija:Burundi ezeri	Categoria:Lagos do Burundi
Kategorija:Armēnijas ezeri	Categoria:Lagos da Armênia
Kategorija:Islandes ezeri	Categoria:Lagos da Islândia
Kategorija:Azerbaidžānas ezeri	Categoria:Lagos do Azerbaijão
Kategorija:Albānijas ezeri	Categoria:Lagos da Albânia
Kategorija:Ugandas ezeri	Categoria:Lagos de Uganda
Kategorija:Izraēlas ezeri	Categoria:Lagos de Israel
Kategorija:Zambijas ezeri	Categoria:Lagos da Zâmbia
Kategorija:Čadas ezeri	Categoria:Lagos do Chade
Kategorija:Kazahstānas ezeri	Categoria:Lagos do Cazaquistão
Kategorija:Kongo Republikas ezeri	Categoria:Lagos da República do Congo
Kategorija:Kirgizstānas ezeri	Categoria:Lagos do Quirguistão
Kategorija:Tanzānijas ezeri	Categoria:Lagos da Tanzânia
Kategorija:Turcijas ezeri	Categoria:Lagos da Turquia
Kategorija:Peru ezeri	Categoria:Lagos do Peru
Kategorija:DĀR kultūra	Categoria:Cultura da África do Sul
Kategorija:Beļģijas kultūra	Categoria:Cultura da Bélgica
Kategorija:Bosnijas un Hercegovinas kultūra	Categoria:Cultura da Bósnia e Herzegovina
Kategorija:Šveices kultūra	Categoria:Cultura da Suíça
Kategorija:Īslandes kultūra	Categoria:Cultura da Islândia
Kategorija:Azerbaidžānas kultūra	Categoria:Cultura do Azerbaijão
Kategorija:Indijas kultūra	Categoria:Cultura da Índia
Kategorija:Lietuvas tieslietas	Categoria:Direito da Lituânia
Hormonālā kontracepcija	Contraceção hormonal
Kategorija:Azerbaidžānas sabiedrība	Categoria:Sociedade do Azerbaijão
Kategorija:Taizemes sabiedrība	Categoria:Sociedade da Tailândia
Kategorija:Latvijas robežas	Categoria:Fronteiras da Letónia
Kategorija:Gambijas pilsētas	Categoria:Cidades da Gâmbia
Kategorija:Ruandas pilsētas	Categoria:Cidades de Ruanda
Kategorija:Bangladešas pilsētas	Categoria:Cidades de Bangladesh
Kategorija:Botsvanas pilsētas	Categoria:Cidades do Botswana
Kategorija:Butānas pilsētas	Categoria:Cidades do Butão
Kategorija:Angolas pilsētas	Categoria:Cidades de Angola
Kategorija:Ēģiptes pilsētas	Categoria:Cidades do Egito
Kategorija:Jamaikas pilsētas	Categoria:Cidades da Jamaica
Kategorija:Kubas pilsētas	Categoria:Cidades de Cuba
Kategorija:Mongolijas kalni	Categoria:Montanhas da Mongólia
Kategorija:Austrālijas salas	Categoria:Ilhas da Austrália
Kategorija:Indonēzijas salas	Categoria:Ilhas da Indonésia
Kategorija:Kaboverdes salas	Categoria:Ilhas de Cabo Verde
Kategorija:Jaunzēlandes ezeri	Categoria:Lagos da Nova Zelândia
Kategorija:Malāvijas ezeri	Categoria:Lagos do Malawi
Kategorija:Mozambikas ezeri	Categoria:Lagos de Moçambique
Kategorija:Uzbekistānas ezeri	Categoria:Lagos do Uzbequistão
Kategorija:Kamerūnas ezeri	Categoria:Lagos dos Camarões
Kategorija:Kenijas ezeri	Categoria:Lagos do Quênia
Kategorija:Austrijas kultūra	Categoria:Cultura da Áustria
Kategorija:Kongo Demokrātiskās Republikas kultūra	Categoria:Cultura da República Democrática do Congo
Kategorija:Ungārijas kultūra	Categoria:Cultura da Hungria
Kategorija:Gvinejas pilsētas	Categoria:Cidades da Guiné
Kategorija:Mauritānijas pilsētas	Categoria:Cidades da Mauritânia
Kategorija:Ekvadoras pilsētas	Categoria:Cidades do Equador
Kategorija:Bolīvijas ezeri	Categoria:Lagos da Bolívia
Kategorija:Romas Katoļu baznīca pēc valsts	Categoria:Igreja Católica por país
Kategorija:Pēdējo dienu svēto Jēzus Kristus baznīca	Categoria:A Igreja de Jesus Cristo dos Santos dos Últimos Dias
Kategorija:Krustziežu rinda	Categoria:Brassicales
Kategorija:Lietuvas pilsētas	Categoria:Cidades da Lituânia
Kategorija:Kalcijs	Categoria:Cálcio
Kategorija:Hlorāti	Categoria:Cloratos
Kategorija:Ukrainas kultūra	Categoria:Cultura da Ucrânia
Kategorija:Laulības	Categoria:Casamento
Veidne:Str rep	Predefinição:Str rep
Kategorija:Līgumi ar Grieķiju	Categoria:Tratados da Grécia
Kategorija:Līgumi ar Latviju	Categoria:Tratados da Letônia
Kategorija:Līgumi ar Lietuvu	Categoria:Tratados da Lituânia
Kategorija:Līgumi ar Zviedriju	Categoria:Tratados da Suécia
Kategorija:Līgumi ar Afganistānu	Categoria:Tratados do Afeganistão
Kategorija:Līgumi ar Itāliju	Categoria:Tratados da Itália
Kategorija:Diplomāti pēc akreditācijas valsts	Categoria:Embaixadores por país de missão
Kategorija:Kuģi pēc jūras spēkiem	Categoria:Navios por marinha
Kategorija:Kuģu vraki	Categoria:Naufrágios
Kategorija:Cīņas sports Olimpiskajās spēlēs	Categoria:Lutas nos Jogos Olímpicos
Kategorija:Masu slepkavības	Categoria:Massacres
Kategorija:Līgumi ar Osmaņu impēriju	Categoria:Tratados do Império Otomano
Kategorija:Līgumi ar Turciju	Categoria:Tratados da Turquia
Kategorija:Cascada	Categoria:Cascada
Veidne:Albānijas apgabali	Predefinição:Prefeituras da Albânia
Kategorija:Kerija Andervuda	Categoria:Carrie Underwood
Kategorija:Plakantārpi	Categoria:Platyhelminthes
Kategorija:Kērlings	Categoria:Curling
Kategorija:Čemurziežu rinda	Categoria:Apiales
Kategorija:Ķirbju rinda	Categoria:Cucurbitales
Kategorija:2006. gada grāmatas	Categoria:Livros de 2006
Kategorija:2000. gada grāmatas	Categoria:Livros de 2000
Kategorija:1953. gada grāmatas	Categoria:Livros de 1953
Kategorija:Skotija	Categoria:Escócia
Kategorija:1921. gada grāmatas	Categoria:Livros de 1921
Kategorija:1862. gada grāmatas	Categoria:Livros de 1862
Kategorija:1859. gada grāmatas	Categoria:Livros de 1859
Kategorija:1845. gada grāmatas	Categoria:Livros de 1845
Kategorija:1719. gada grāmatas	Categoria:Livros de 1719
Kategorija:Grāmatas par filozofiju	Categoria:Livros de filosofia
Kategorija:Zinātniskās fantastikas grāmatas	Categoria:Livros de ficção científica
Kategorija:Krievijas organizācijas	Categoria:Organizações da Rússia
Kategorija:ASV organizācijas	Categoria:Organizações dos Estados Unidos
Kategorija:Ganas valodas	Categoria:Línguas de Gana
Kategorija:Nauru valodas	Categoria:Línguas de Nauru
Kategorija:Nigērijas valodas	Categoria:Línguas da Nigéria
Kategorija:Libērijas valodas	Categoria:Línguas da Libéria
Kategorija:Libānas valodas	Categoria:Línguas do Líbano
Kategorija:Ruandas valodas	Categoria:Línguas de Ruanda
Kategorija:Lietuvas valodas	Categoria:Línguas da Lituânia
Kategorija:Madagaskaras valodas	Categoria:Línguas de Madagascar
Kategorija:Mali valodas	Categoria:Línguas do Mali
Kategorija:Monako valodas	Categoria:Línguas de Mônaco
Kategorija:Mauritānijas valodas	Categoria:Línguas da Mauritânia
Kategorija:Moldovas valodas	Categoria:Línguas da Moldávia
Kategorija:Maldīvijas valodas	Categoria:Línguas das Maldivas
Kategorija:Maltas valodas	Categoria:Línguas de Malta
Kategorija:Mongolijas valodas	Categoria:Línguas da Mongólia
Kategorija:Bahamu valodas	Categoria:Línguas das Bahamas
Kategorija:Bangladešas valodas	Categoria:Línguas de Bangladesh
Kategorija:Venecuēlas valodas	Categoria:Línguas da Venezuela
Kategorija:Vjetnamas valodas	Categoria:Línguas do Vietnã
Kategorija:Burkinafaso valodas	Categoria:Línguas de Burkina Faso
Kategorija:Samoa valodas	Categoria:Línguas de Samoa
Kategorija:Senegālas valodas	Categoria:Línguas do Senegal
Kategorija:Šrilankas valodas	Categoria:Línguas do Sri Lanka
Kategorija:Zviedrijas valodas	Categoria:Línguas da Suécia
Kategorija:Spānijas valodas	Categoria:Línguas da Espanha
Kategorija:Armēnijas valodas	Categoria:Línguas da Armênia
Kategorija:Īrijas valodas	Categoria:Línguas da Irlanda
Kategorija:Abhāzijas valodas	Categoria:Línguas da Abecásia
Kategorija:Angolas valodas	Categoria:Línguas de Angola
Kategorija:Etiopijas valodas	Categoria:Línguas da Etiópia
Kategorija:Apvienotās Karalistes valodas	Categoria:Línguas do Reino Unido
Kategorija:Ugandas valodas	Categoria:Línguas de Uganda
Kategorija:Irākas valodas	Categoria:Línguas do Iraque
Kategorija:Japānas valodas	Categoria:Línguas do Japão
Kategorija:Jamaikas valodas	Categoria:Línguas da Jamaica
Kategorija:Gruzijas valodas	Categoria:Línguas da Geórgia
Kategorija:Kazahstānas valodas	Categoria:Línguas do Cazaquistão
Kategorija:Kenijas valodas	Categoria:Línguas do Quênia
Kategorija:Kosovas valodas	Categoria:Línguas do Kosovo
Kategorija:Kostarikas valodas	Categoria:Línguas da Costa Rica
Kategorija:Kotdivuāras valodas	Categoria:Línguas da Costa do Marfim
Kategorija:Kubas valodas	Categoria:Línguas de Cuba
Kategorija:Kiribati valodas	Categoria:Línguas de Kiribati
Kategorija:Tadžikistānas valodas	Categoria:Línguas do Tajiquistão
Kategorija:Tanzānijas valodas	Categoria:Línguas da Tanzânia
Kategorija:Togo valodas	Categoria:Línguas do Togo
Kategorija:Tuvalu valodas	Categoria:Línguas de Tuvalu
Kategorija:Palau valodas	Categoria:Línguas de Palau
Kategorija:Portugāles valodas	Categoria:Línguas de Portugal
Kategorija:Grieķu literatūra	Categoria:Literatura da Grécia
Kategorija:Spāņu literatūra	Categoria:Literatura da Espanha
Kategorija:Islandiešu literatūra	Categoria:Literatura da Islândia
Kategorija:Zviedrijas kino	Categoria:Cinema da Suécia
Kategorija:Dānijas māksla	Categoria:Artes da Dinamarca
Kategorija:Spānijas māksla	Categoria:Artes da Espanha
Kategorija:Austrijas māksla	Categoria:Artes da Áustria
Kategorija:Itālijas māksla	Categoria:Artes da Itália
Kategorija:Japānas māksla	Categoria:Artes do Japão
Kategorija:Turcijas māksla	Categoria:Artes da Turquia
Kategorija:Francijas māksla	Categoria:Artes da França
Kategorija:Grieķijas mūzika	Categoria:Música da Grécia
Kategorija:DĀR mūzika	Categoria:Música da África do Sul
Kategorija:Nīderlandes mūzika	Categoria:Música dos Países Baixos
Kategorija:Norvēģijas mūzika	Categoria:Música da Noruega
Kategorija:Dānijas mūzika	Categoria:Música da Dinamarca
Kategorija:Kalciju saturoši minerāli	Categoria:Minerais de cálcio
Kategorija:Vācijas mūzika	Categoria:Música da Alemanha
Kategorija:Latvijas mūzika	Categoria:Música da Letônia
Kategorija:Lietuvas mūzika	Categoria:Música da Lituânia
Kategorija:Bosnijas un Hercegovinas mūzika	Categoria:Música da Bósnia e Herzegovina
Kategorija:Sintētiskie minerāli	Categoria:Minerais sintéticos
Kategorija:Spānijas mūzika	Categoria:Música da Espanha
Kategorija:Slovēnijas mūzika	Categoria:Música da Eslovénia
Kategorija:Islandes mūzika	Categoria:Música da Islândia
Kategorija:Īrijas mūzika	Categoria:Música da Irlanda
Kategorija:Azerbaidžānas mūzika	Categoria:Música do Azerbaijão
Kategorija:Igaunijas mūzika	Categoria:Música da Estónia
Kategorija:Austrālijas mūzika	Categoria:Música da Austrália
Kategorija:Ukrainas mūzika	Categoria:Música da Ucrânia
Kategorija:Jamaikas mūzika	Categoria:Música da Jamaica
Kategorija:Kanādas mūzika	Categoria:Música do Canadá
Kategorija:Turcijas mūzika	Categoria:Música da Turquia
Kategorija:Portugāles mūzika	Categoria:Música de Portugal
Kategorija:Francijas mūzika	Categoria:Música da França
Kategorija:Latviešu virtuve	Categoria:Culinária da Letónia
Kategorija:Armēnijas virtuve	Categoria:Culinária da Armênia
Kategorija:Turcijas virtuve	Categoria:Culinária da Turquia
Kategorija:Vietas Latvijā UNESCO Pasaules mantojuma sarakstā	Categoria:Patrimônio Mundial da UNESCO na Letónia
Kategorija:Vietas Albānijā UNESCO Pasaules mantojuma sarakstā	Categoria:Patrimônio Mundial da UNESCO na Albânia
Kategorija:Vietas Tunisijā UNESCO Pasaules mantojuma sarakstā	Categoria:Patrimônio Mundial da UNESCO na Tunísia
Kategorija:Kalvinisms	Categoria:Calvinismo
Müller	Müller
Kategorija:Karikatūra	Categoria:Caricatura
Kategorija:Politiskās amatpersonas	Categoria:Titulares de cargos políticos
Kategorija:Tīmekļa serveri	Categoria:Servidores web
Kategorija:Priekšmeti no stikla	Categoria:Aplicações do vidro
Kategorija:Priežu rinda	Categoria:Pinales
Kategorija:Ukrainas vingrotāji	Categoria:Ginastas da Ucrânia
Kategorija:Johannesburga	Categoria:Joanesburgo
Kategorija:Stratigrāfija	Categoria:Estratigrafia
Kategorija:Brisele	Categoria:Bruxelas
Kategorija:Eiropas galvaspilsētas	Categoria:Capitais da Europa
Kategorija:Āzijas galvaspilsētas	Categoria:Capitais da Ásia
Kategorija:Izpletņlēkšana	Categoria:Paraquedismo
Kategorija:Fotogrāfijas pionieri	Categoria:Pioneiros da fotografia
Kategorija:Daudzkārtņi	Categoria:Prefixos
Kategorija:Muzikālās profesijas	Categoria:Profissionais em música
Kategorija:Pokers	Categoria:Pôquer
Kategorija:Grieķijas basketbolisti	Categoria:Basquetebolistas da Grécia
Kategorija:Kinoakadēmijas balvas ieguvēji scenāristi	Categoria:Premiados com o Oscar de melhor roteiro original
Kategorija:Malvu rinda	Categoria:Malvales
Veidne:Kosmonautikas gadi	Predefinição:Linha do tempo da exploração espacial
Kategorija:Nogalinātie rakstnieki	Categoria:Escritores assassinados
Kategorija:Mūzikas festivāli pēc valsts	Categoria:Festivais de música por país
Kategorija:Torņi	Categoria:Torres
Kategorija:Pleistocēns	Categoria:Pleistoceno
Kategorija:Aizvēsturiski zīdītāji	Categoria:Mamíferos pré-históricos
Kategorija:Pleistocēna zīdītāji	Categoria:Mamíferos do Pleistoceno
Kategorija:Āfrikas putni	Categoria:Aves da África
Kategorija:Āzijas putni	Categoria:Aves da Ásia
Kategorija:Kaujas ar Vācijas piedalīšanos	Categoria:Batalhas da Alemanha
Kategorija:Akmeņlauzīšu dzimta	Categoria:Saxifragaceae
Kategorija:Kaujas ar Francijas piedalīšanos	Categoria:Batalhas da França
Kategorija:Ziemeļīrija	Categoria:Irlanda do Norte
Modulis:Gallery	Módulo:Gallery
Veidne:ES oficiālās valodas	Predefinição:Idiomas oficiais da UE
Kategorija:Paramore	Categoria:Paramore
Kategorija:Ciemi pēc valsts	Categoria:Aldeias por país
Kategorija:Manhetenas projekts	Categoria:Projecto Manhattan
Kategorija:Cilvēka olbaltumvielas	Categoria:Proteínas humanas
Kategorija:2009. gads kosmonautikā	Categoria:2009 na exploração espacial
Kategorija:Tramplīnlēkšana	Categoria:Salto de esqui
Kategorija:Agresija	Categoria:Agressão
Kategorija:Starspures	Categoria:Actinopterygii
Kategorija:Progresīvais roks	Categoria:Rock progressivo
Kategorija:Fenomenoloģija	Categoria:Fenomenologia
Kategorija:Seksuālās novirzes	Categoria:Parafilias
Kategorija:Monarhijas pēc kontinenta	Categoria:Monarquias por continente
Kategorija:Konstitucionālas monarhijas	Categoria:Monarquias constitucionais
Veidne:Mojo title	Predefinição:Mojo
Kategorija:Bohēmijas monarhi	Categoria:Reis da Boêmia
Kategorija:Pretindes	Categoria:Antídotos
Kategorija:Biogrāfiju vikiprojekts	Categoria:!Projeto Biografias
Kategorija:Drupas	Categoria:Ruínas
Kategorija:Virszemes transportlīdzekļi	Categoria:Veículos terrestres
Kategorija:Transportlīdzekļu veidi	Categoria:Veículos por meio
Kategorija:Gultas piederumi	Categoria:Objetos de cama
Kategorija:Tempļi	Categoria:Templos
Kategorija:Svarcelšana	Categoria:Halterofilismo
Kategorija:Veclāra	Categoria:Wetzlar
Kategorija:Sporta veidi Vācijā	Categoria:Desporto da Alemanha por modalidade
Veidne:Sadalīt	Predefinição:Divisão
Kategorija:Gruzijas sportisti	Categoria:Desportistas da Geórgia
Kategorija:Kubas sportisti	Categoria:Desportistas de Cuba
Kategorija:Panamas sportisti	Categoria:Desportistas do Panamá
Kategorija:Venecuēlas sportisti	Categoria:Desportistas da Venezuela
Kategorija:Dānijas sportisti	Categoria:Desportistas da Dinamarca
Kategorija:Turcijas sportisti	Categoria:Desportistas da Turquia
SES-3	SES-3
